Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
357,2,0.9753,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'murah', 'ter', 'debest', 'sangat', 'dah', 'wangi', 'enak', 'tekstur', 'lengket', 'bikin', 'seger', 'kotor', 'sisa', 'habis', 'cuci', 'mukaa', 'lsng', 'keangkar', 'sama', 'toner', 'berapa', 'kali', 'beli', 'mulu', 'harga', 'murah', 'isi', 'banyak', 'rekomen', 'deh']",Pembelian Produk,negative
358,2,0.9765,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['lucu', 'deh', 'kaya', 'bunga', 'dalemnyam', 'tonernya', 'encer', 'banget', 'jadi', 'make', 'dikit', 'jg', 'enak', 'lengket', 'awet', 'sampe', 'mau', 'expired', 'kulit', 'cocok', 'gaada', 'masalah', 'arti', 'wangi', 'suka', 'jadi', 'sangat', 'rekomended', 'buat', 'tidak', 'suka', 'toner', 'lengket']",Pembelian Produk,negative
359,1,0.5543,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['toner', 'cocok', 'banget', 'buat', 'hydrating', 'tekstur', 'cair', 'buat', 'suka', 'csm', 'pakai', 'kapas', 'cocok', 'banget', 'reda', 'bruntusan', 'jerawat', 'jerawat', 'kecil', 'sama', 'merah', 'repurchase', 'dua', 'bakal', 'beli', 'sih', 'harga', 'worth', 'it', 'ukur', 'lumayan', 'besar']",Kualitas Produk,positive
360,2,0.725,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['suka', 'banget', 'sama', 'toner', 'npure', 'kali', 'beli', 'cocok', 'buat', 'kulit', 'gampang', 'jerawat', 'npure', 'toner', 'bikin', 'calming', 'wajah', 'jadi', 'seger', 'baik', 'jerawat', 'bagus', 'daun', 'centela', 'asiaticanya', 'mantep', 'pol', 'npure', 'luv']",Pembelian Produk,negative
361,0,0.9695,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'cocok', 'mula', 'ringan', 'aman', 'semua', 'jenis', 'kulit', 'kandung', 'centellanya', 'guna', 'hidrasi', 'kulit', 'kulit', 'minyak', 'toner', 'bantu', 'kurang', 'minyak', 'lebih', 'jadi', 'kulit', 'tetap', 'jaga', 'kelembutanya']",Penggunaan Produk,negative
362,2,0.9857,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['tuh', 'toner', 'cinta', 'juta', 'umat', 'masuk', 'ye', 'wkkw', 'akhir', 'sia', 'sia', 'coba', 'toner', 'rajin', 'csman', 'icy', 'toner', 'hasil', 'bagaimana', 'masyallah', 'jerawat', 'pelan', 'nampak', 'paling', 'cuma', 'kalau', 'mau', 'pms', 'bikin', 'mukaa', 'jadi', 'lebih', 'fresh', 'pakai', 'botol', 'full', 'sizenya', 'kalau', 'travel', 'sizenya', 'gatau', 'deh', 'abis', 'berapa', 'wkkwkw', 'will', 'repurchase', 'kalau', 'nantiii', 'abis', 'sedang', 'cocok', 'banget']",Pembelian Produk,negative
363,2,0.973,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['salah', 'satu', 'produk', 'rekomen', 'banget', 'teksturnyaaa', 'lohh', 'pas', 'banget', 'ngak', 'bikin', 'lengket', 'hidrasi', 'nampol', 'mau', 'highlight', 'ingredientnya', 'cocok', 'banget', 'yaiutu', 'cica', 'biasa', 'kenal', 'daun', 'pegagan', 'nenangin', 'banget', 'rekomen', 'pokok']",Pembelian Produk,positive
364,1,0.965,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['face', 'toner', 'npure', 'emang', 'juaraaaa', 'sih', 'buat', 'kulit', 'jerawat', 'kandung', 'centella', 'asiatica', 'memang', 'bukti', 'ampuh', 'buat', 'kulit', 'jerawat', 'tambah', 'kemas', 'dalam', 'memang', 'daun', 'centella', 'nya', 'rutin', 'pakai', 'jamin', 'jerawat', 'meredaaa', 'top', 'dehhh']",Kualitas Produk,positive
365,0,0.9634,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['guna', 'toner', 'lebih', 'tiga', 'tahuncocok', 'banget', 'kulit', 'berminyaktidak', 'sebab', 'iritasi', 'banyak', 'jerawat', 'pokok', 'cocok', 'sisdicoba', 'sendiri', 'angkat', 'minyak', 'minyak', 'wajah']",Penggunaan Produk,positive
366,0,0.9722,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['itss', 'very', 'very', 'good', 'calming', 'moist', 'refreshing', 'rasa', 'maka', 'kerja', 'samgat', 'baik', 'kulit', 'botol', 'candu', 'makainga', 'bantu', 'baik', 'skin', 'barrierku', 'calming', 'my', 'acne', 'ingridients', 'centella', 'nya']",Penggunaan Produk,positive
367,0,0.9793,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['semenjak', 'hamil', 'picky', 'soal', 'skincare', 'lihat', 'review', 'orang', 'orang', 'kata', 'bagus', 'bumil', 'friendly', 'jadi', 'penasaran', 'coba', 'benar', 'suka', 'banget', 'bangett', 'banget', 'sama', 'toner', 'ngebantu', 'pas', 'breakout', 'grgr', 'hormon', 'hamil', 'paling', 'asa', 'kulit', 'ku', 'sih', 'jadi', 'lebih', 'segarterhidrasi', 'supple']",Penggunaan Produk,negative
368,0,0.9821,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['salah', 'satu', 'toner', 'cinta', 'ku', 'yaampun', 'gatau', 'botol', 'berapa', 'ku', 'pakai', 'sampe', 'habis', 'foto', 'cuma', 'beberapa', 'ku', 'buang', 'botol', 'tips', 'dari', 'kaum', 'mageran', 'sering', 'banget', 'pakai', 'skincare', 'tuh', 'toner', 'ku', 'taro', 'sheetmask', 'kosong', 'didiemin', 'kyk', 'masker', 'bantu', 'calming', 'jerawat', 'ku', 'radang', 'wohoo']",Penggunaan Produk,negative
369,0,0.857,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'superr', 'ngehydaiting', 'bgtt']",Penggunaan Produk,positive
370,2,0.9707,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['sumpah', 'demi', 'toner', 'toner', 'sayang', 'lama', 'tahun', 'repurchase', 'berkalikali', 'repurchase', 'enak', 'layer', 'dijadiin', 'kompres', 'buat', 'nenangin', 'wajah', 'rewel', 'kemerahanbruntusanjerawatan', 'ukur', 'jg', 'pas', 'gede', 'travel', 'friendly', 'luv', 'bangett']",Pembelian Produk,negative
371,0,0.9692,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['bau', 'calming', 'biasa', 'pakai', 'produk', 'nonfragrance', 'adem', 'klaim', 'brighten', 'our', 'skin', 'liat', 'sih', 'waktu', 'guna', 'bulan', 'but', 'i', 'think', 'its', 'a', 'good', 'hydrating', 'toner', 'buat', 'kulit', 'jerawat', 'kaya']",Penggunaan Produk,positive
372,0,0.9686,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'toner', 'baru', 'minggu', 'lebih', 'jerawat', 'baik', 'muka', 'emang', 'breakout', 'gampang', 'tumbuh', 'jerawat', 'banyak', 'bruntusan', 'toner', 'pakai', 'masker', 'jadi', 'jerawat', 'lebih', 'cepat', 'baik', 'moga', 'cocok', 'terus', 'pakai', 'toner']",Penggunaan Produk,negative
373,0,0.4961,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['asli', 'toner', 'hydrating', 'termantul', 'bkin', 'muka', 'lembab', 'sekali', 'buat', 'rawat', 'skin', 'barrier', 'rusak', 'wangi', 'lembut', 'neko', 'masuk', 'botol', 'bakal', 'repurchase', 'love', 'banget', 'sama', 'semua', 'produk', 'npure', 'emang', 'nampol', 'banget', 'semua', 'produk']",Penggunaan Produk,positive
374,2,0.9761,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['bagus', 'efek', 'calming', 'nya', 'banget', 'repurches', 'emang', 'rutin', 'pakai', 'toner', 'kalian', 'punya', 'bruntusan', 'acne', 'banget', 'cobain', 'dipakein', 'kapas', 'silcot', 'kompres', 'area', 'kulit', 'masalah', 'mau', 'nyoba', 'dupes', 'toner', 'toner', 'eiem', 'beauty', 'kandung', 'nya', 'hampir', 'sama']",Pembelian Produk,positive
375,0,0.9745,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['entah', 'botol', 'berapa', 'pakai', 'emang', 'bagus', 'toner', 'npure', 'murce', 'wajib', 'coba', 'deh', 'ngelembapin', 'nya', 'dapet', 'kandung', 'nya', 'bagusbagus', 'kalau', 'reda', 'bruntusan', 'butuh', 'waktu', 'kalau', 'jerawat', 'kompres', 'pakai', 'kapas', 'approve', 'by', 'rena']",Penggunaan Produk,negative
376,2,0.6231,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['nyobain', 'produk', 'makan', 'klaim', 'bilang', 'kalau', 'kandung', 'real', 'centella', 'leaves', 'kalau', 'masalah', 'toner', 'betul', 'cocok', 'cocok', 'banget', 'mau', 'mau', 'beli', 'travel', 'sizenya', 'dulu', 'buat', 'nyoba', 'turut', 'betul', 'refreshing', 'waktu', 'pakai', 'calming', 'my', 'acnes', 'suka', 'bikin', 'wajah', 'ngerasa', 'minyak', 'banget', 'maka', 'benar', 'benar', 'segar', 'wajah']",Pembelian Produk,positive
377,0,0.9736,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'bagus', 'banget', 'cocok', 'buat', 'semua', 'jenis', 'kulit', 'bahkan', 'kulit', 'jerawat', 'sensitif', 'kulit', 'kering', 'perih', 'pakai', 'bikin', 'tenang', 'kulit', 'gatau', 'repurchase', 'berapa', 'kali', 'maap', 'capslock', 'semua', 'soal', 'emang', 'benerbener', 'rekomendasi']",Penggunaan Produk,negative
378,0,0.5471,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'pakai', 'tahun', 'waktu', 'banyak', 'banget', 'bekas', 'jerawat', 'dahi', 'pipi', 'dagu', 'hampir', 'semua', 'tarik', 'makenya', 'daun', 'dalam', 'unik', 'pakai', 'awal', 'lama', 'bulan', 'lumayan', 'banget', 'ngurangi', 'bekas', 'jerawat', 'biasa', 'kalau', 'jerawat', 'radang', 'kompres', 'pakai', 'toner', 'hari', 'kemudian', 'radang', 'ngurangi', 'merah', 'cara', 'kompres', 'pakai', 'kapas', 'tipis', 'sampe', 'sekarang', 'cuma', 'berani', 'pakai', 'toner', 'sih', 'benerbener', 'selamat', 'banget']",Penggunaan Produk,negative
379,0,0.8307,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'botol', 'dua', 'so', 'far', 'suka', 'sama', 'toner', 'npure', 'tekstur', 'bening', 'cair', 'ceper', 'resap', 'kulit', 'bau', 'sedikit', 'ganggu', 'sih', 'efek', 'negatif', 'lumayan', 'worth', 'it', 'buat', 'harga', 'ribu', 'toner', 'ml', 'pakai', 'bulan', 'next', 'bakal', 'repurchase', 'sih']",Penggunaan Produk,negative
380,0,0.5065,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['tonernya', 'kerja', 'sesuai', 'fungsi', 'hidrasi', 'kulit', 'rasa', 'kurang', 'bantu', 'buat', 'atasin', 'jerawat', 'bruntusan', 'harga', 'sesuai', 'isi', 'banyak', 'repurchase', 'males', 'cari', 'emang', 'bagus', 'buat', 'kulit', 'lembap', 'cuci', 'muka', 'pokok', 'baguss']",Penggunaan Produk,negative
381,0,0.585,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['baguss', 'banget', 'omg', 'buat', 'tementemen', 'kulit', 'oilyacne', 'prone', 'wajib', 'banget', 'buat', 'nyobain', 'toner', 'nenangin', 'kulit', 'wajah', 'melembabkan', 'bikin', 'wajah', 'merah', 'kalau', 'ragu', 'beli', 'kemas', 'kecil', 'dulu', 'soal', 'dulu', 'beli', 'kemas', 'kecil', 'terus', 'sekarang', 'repurchase', 'full', 'size']",Penggunaan Produk,negative
382,0,0.8667,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['produk', 'benar', 'benar', 'buat', 'wajah', 'hidrasi', 'jerawat', 'hilang', 'wajah', 'tekstur', 'produk', 'guna', 'toner', 'masker', 'produk', 'recomended', 'buat', 'wajah', 'kering', 'jerawat', 'harga', 'murah', 'jangkau', 'toner', 'mantap']",Penggunaan Produk,positive
383,2,0.9696,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['gatau', 'cocok', 'banget', 'sama', 'npure', 'cica', 'series', 'sama', 'tonernya', 'jatuh', 'cinta', 'banget', 'sama', 'toner', 'satu', 'enak', 'polll', 'buat', 'ngeademin', 'muka', 'ngelembapin', 'oke', 'banget', 'mudah', 'resap', 'wajah']",Pembelian Produk,positive
384,2,0.9726,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['bagus', 'toner', 'npure', 'benar', 'calming', 'banget', 'terus', 'enak', 'kali', 'buat', 'csm', 'bikin', 'seger', 'ngeredahin', 'merah', 'takjub', 'bagus', 'pokoe', 'i', 'recommend', 'this', 'product', 'cocok', 'for', 'all', 'skin', 'type', 'even', 'sensitive', 'skin']",Pembelian Produk,positive
385,2,0.966,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['i', 'love', 'this', 'product', 'botol', 'daun', 'centella', 'asiaticanya', 'toner', 'sangat', 'ringan', 'air', 'nyaman', 'mudah', 'resap', 'kulit', 'rasa', 'seger', 'nenangin', 'bakal', 'repurchase', 'toner', 'sih', 'enak']",Pembelian Produk,positive
386,0,0.9746,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['luar', 'liat', 'seger', 'banget', 'pas', 'dipake', 'nyata', 'emang', 'seseger', 'pengaruh', 'sama', 'muka', 'akuu', 'bikin', 'bruntus', 'bikin', 'jerawat', 'sukakkk', 'bgttt', 'btw', 'type', 'kulit', 'combination', 'yaww', 'pakai', 'lama', 'kemas', 'tiga', 'hihiw']",Penggunaan Produk,positive
387,2,0.5892,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['kulit', 'kombinasi', 'cenderung', 'sensitif', 'coba', 'beberapa', 'toner', 'salah', 'satu', 'coba', 'toner', 'npure', 'pas', 'promo', 'bundling', 'tiktok', 'wqwq', 'aroma', 'dikit', 'ganggu', 'daun', 'dalem', 'botol', 'tekstur', 'cair', 'air', 'gampang', 'resap', 'nenangin', 'kulit', 'tibatiba', 'merah', 'gatel', 'cuma', 'claim', 'melembabkan', 'rasain', 'kulit', 'toner', 'cukup', 'segar', 'kulit', 'habis', 'cuci', 'muka', 'kyk', 'kering', 'tarik', 'jadi', 'lebih', 'hidrasi', 'sampe', 'melembabkan', 'sampe', 'lupa', 'botol', 'berapa', 'rasa', 'gapengen', 'cobacoba', 'usia', 'cocok', 'pakai', 'toner', 'npureplus', 'harga', 'sangat', 'ramah', 'dompet', 'wqwq']",Pembelian Produk,negative
388,1,0.6249,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['salah', 'satu', 'produk', 'npure', 'favorite', 'ku', 'banget', 'milik', 'skin', 'type', 'oily', 'acne', 'prone', 'pas', 'jerawat', 'enak', 'banget', 'buat', 'kompres', 'pakai', 'kapas', 'lumayan', 'memgurangi', 'jerawat', 'merah', 'cleansing', 'toner', 'banget']",Kualitas Produk,positive
389,0,0.4585,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['punya', 'skintype', 'kering', 'selalu', 'nyari', 'skincare', 'cica', 'nya', 'benar', 'kyk', 'jadi', 'jelajah', 'skincare', 'cobain', 'semua', 'skincare', 'kandung', 'cica', 'nya', 'toner', 'npure', 'bilang', 'bagus', 'sihh', 'texturenya', 'benar', 'air', 'dalem', 'botol', 'bunga', 'bau', 'bagaimana', 'biasa', 'biasa', 'toner', 'pakai', 'buat', 'csman', 'enakk', 'jadi', 'calming', 'wajahkuu']",Penggunaan Produk,negative
390,0,0.9702,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pertama', 'kali', 'pakai', 'npure', 'hydrating', 'toner', 'rekomen', 'temenku', 'kulit', 'nyerap', 'banget', 'beberapa', 'minggu', 'rasa', 'lembab', 'aroma', 'wangi', 'lebih', 'jauh', 'paling', 'cocok', 'kulit', 'ukur', 'gede', 'sama', 'travell', 'size']",Penggunaan Produk,positive
391,1,0.9628,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['hydrating', 'toner', 'npure', 'salah', 'satu', 'ingredients', 'utama', 'centella', 'asiatica', 'fungsi', 'hilang', 'jerawat', 'samar', 'bekas', 'jauh', 'kulit', 'cukup', 'hydrating', 'lembap', 'calming', 'jerawat', 'kurang']",Kualitas Produk,negative
392,0,0.9676,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['produk', 'guna', 'pakai', 'masker', 'produk', 'bantu', 'jaga', 'kelembaban', 'kulit', 'muka', 'sangat', 'nikmat', 'guna', 'produk', 'produk', 'guna', 'wajah', 'asa', 'segar', 'muka', 'jadi', 'lihat', 'cerah']",Penggunaan Produk,positive
393,0,0.973,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['salah', 'satu', 'toner', 'suka', 'tekstur', 'ringan', 'lengket', 'sama', 'sekali', 'bau', 'aneh', 'cukup', 'bantu', 'calming', 'jerawat', 'kurang', 'redness', 'pas', 'apply', 'muka', 'seger', 'banget', 'mudah', 'nyerap', 'kulit', 'harga', 'affordable', 'isi', 'banyak']",Penggunaan Produk,negative
394,0,0.9721,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['alam', 'guna', 'produk', 'si', 'jerawat', 'mulai', 'mumuda', 'tekstur', 'pakai', 'tu', 'adem', 'keset', 'ekstrak', 'daun', 'buat', 'masker', 'lebih', 'enakeun', 'isi', 'banyak', 'terus', 'bikin', 'cerah', 'wajah', 'bagus', 'deh', 'pokoknyaa']",Penggunaan Produk,negative
395,1,0.9864,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['efek', 'calmingnya', 'juaraa', 'jujur', 'awal', 'skeptis', 'sama', 'produk', 'mikir', 'kalau', 'produk', 'tuh', 'secalming', 'ahaha', 'nyata', 'duga', 'salah', 'besar', 'pakai', 'minggu', 'skin', 'barrier', 'ku', 'jadi', 'lebih', 'kuat', 'loh', 'jadi', 'jarang', 'jerawat', 'muka', 'tuh', 'merah', 'banget', 'rasa', 'wangi', 'turut', 'strong', 'buat', 'produk', 'skincare', 'but', 'i', 'dont', 'mind', 'at', 'all', 'since', 'terlalu', 'sensitif', 'kulit', 'i', 'know', 'why', 'its', 'so', 'hyped', 'up']",Kualitas Produk,positive
396,2,0.5014,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['sebenernya', 'toner', 'bagus', 'yaa', 'calming', 'wajah', 'efek', 'lama', 'banget', 'bahkan', 'entah', 'efek', 'engga', 'gatau', 'bagus', 'cepet', 'nyerep', 'perlu', 'waktu', 'lama', 'buat', 'nunggu', 'terus', 'perih', 'jerawat', 'cuma', 'buat', 'beruntus', 'tetep', 'bersih', 'ekspektasi', 'make', 'toner', 'coba', 'terussss', 'habis', 'botol', 'barang', 'kali', 'efek']",Pembelian Produk,negative
397,0,0.9779,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['abis', 'botol', 'toner', 'benar', 'ngilangin', 'bruntusan', 'sih', 'kalau', 'wajah', 'ku', 'calming', 'bgtt', 'cocok', 'buat', 'acne', 'prone', 'skin', 'bakal', 'bikin', 'jerawat', 'tambah', 'banyak', 'kalau', 'pakai', 'usah', 'takut', 'cepet', 'abis', 'murah', 'lumayan', 'sering', 'promo', 'selalu', 'dapet', 'gratisannn', 'produk', 'lainnyaa']",Penggunaan Produk,positive
398,0,0.9757,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['teksture', 'toner', 'cair', 'banget', 'pakai', 'hari', 'pagi', 'malam', 'sekarang', 'cocok', 'tambah', 'masalah', 'kulit', 'makin', 'lama', 'dipake', 'makin', 'kurang', 'lihat', 'efek', 'awal', 'pakai', 'benar', 'benar', 'ngebuat', 'kulit', 'lebih', 'calm', 'cepet', 'banget', 'redain', 'jerawat']",Penggunaan Produk,negative
399,2,0.98,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['jadi', 'daily', 'toner', 'dari', 'pertama', 'mulai', 'pakai', 'sc', 'melembabkan', 'wajah', 'stlh', 'cucimuka', 'suka', 'pakai', 'toner', 'buat', 'csm', 'segerrr', 'banget', 'kalau', 'redness', 'anak', 'jerawat', 'gatel', 'banget', 'gajadi', 'numbuh', 'cuma', 'pakai', 'botol', 'renti', 'pakai', 'pas', 'dermatitis', 'alih', 'toner', 'sesuai', 'anjur', 'dok', 'spkk']",Pembelian Produk,negative
400,2,0.9723,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['iseng', 'coba', 'kata', 'bagus', 'banget', 'buat', 'csm', 'jadi', 'akhir', 'beli', 'kecil', 'buat', 'ngecalming', 'merah', 'lumayan', 'bikin', 'mending', 'benar', 'hilangin', 'rednessnya', 'bikin', 'lembab', 'tekstur', 'cair', 'langsung', 'resap', 'buat', 'repurchase', 'kalau', 'dulu', 'deh']",Pembelian Produk,negative
401,0,0.9768,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['dulu', 'jerawat', 'terus', 'pakai', 'toner', 'ngaruuuh', 'ternyataaaa', 'cocok', 'bikin', 'jerawat', 'mending', 'pakai', 'hanyak', 'pas', 'jerawat', 'toner', 'daily', 'beda', 'sedang', 'hehehe', 'kemarin', 'sempet', 'beli', 'sedang', 'terus', 'tak', 'cobain', 'muka', 'kok', 'kurang', 'nampol', 'dulu', 'sedang']",Penggunaan Produk,negative
402,0,0.9802,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'ukur', 'gede', 'habishabis', 'pakai', 'daily', 'didiemin', 'pakai', 'kapas', 'wajah', 'tap', 'tap', 'lama', 'pakai', 'turut', 'oke', 'calming', 'cuma', 'kulit', 'badak', 'kurang', 'nampol', 'and', 'somehow', 'at', 'the', 'several', 'moment', 'bikin', 'kulit', 'wajah', 'panas', 'repurchase', 'maybe', 'i', 'want', 'to', 'try', 'korean', 'skincare', 'brand']",Penggunaan Produk,negative
403,2,0.9721,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'cinta', 'pokok', 'toner', 'npure', 'masuk', 'my', 'skincare', 'routine', 'ngerasa', 'seger', 'habis', 'pakai', 'toner', 'pakai', 'csm', 'lumayan', 'banget', 'ngurangin', 'bruntusan', 'sayang', 'kurang', 'hidrasi', 'bahkan', 'kulit', 'oily', 'but', 'its', 'omkay', 'bakal', 'terus', 'repurchaseee']",Pembelian Produk,negative
404,0,0.9656,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'toner', 'butuh', 'hydrating', 'toner', 'muka', 'blandkering', 'tekstur', 'cair', 'banget', 'kaya', 'air', 'gaada', 'bau', 'overall', 'suka', 'jauh', 'pakai', 'ngeredain', 'merah', 'bikin', 'kulit', 'lembab', 'bikin', 'minyak']",Penggunaan Produk,negative
405,0,0.9232,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['kupake', 'beberapa', 'kali', 'tekstur', 'ringan', 'bangett', 'bulir', 'bulir', 'angkat', 'kotor', 'wajah', 'baik', 'peeling', 'gel', 'paling', 'suka', 'bikin', 'perih', 'kulit', 'bikin', 'tarik', 'ninggalin', 'residu', 'lebih', 'pakai', 'hasil', 'bikin', 'kulit', 'asa', 'bersih', 'lembut', 'cerah', 'sangat', 'worth', 'to', 'buy']",Penggunaan Produk,negative
406,2,0.5972,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['kulit', 'oily', 'pas', 'pertama', 'kali', 'nyobain', 'emng', 'beneran', 'ngelembabin', 'sih', 'tpi', 'kaya', 'biasa', 'ajaa', 'gtu', 'terus', 'biasa', 'stop', 'lalu', 'beberapa', 'minggu', 'kemudian', 'toner', 'abis', 'betul', 'muka', 'ku', 'sedang', 'merahmerah', 'akhir', 'kompres', 'pakai', 'toner', 'ajaib', 'merah', 'langsung', 'ilangg', 'kayak', 'toner', 'emng', 'cocok', 'buat', 'csm', 'an', 'kompres', 'gtu', 'deh', 'dripada', 'pakai', 'biasa']",Pembelian Produk,positive
407,0,0.5055,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['packaging', 'produk', 'lucu', 'banget', 'daun', 'nya', 'gtu', 'aroma', 'toner', 'nya', 'enak', 'pas', 'dipake', 'kulit', 'cukup', 'melembabkan', 'tekstur', 'tonernya', 'cukup', 'cair', 'kalau', 'pakai', 'bareng', 'cica', 'pad', 'nya', 'warna', 'hijau', 'muka', 'tambah', 'bersih', 'deh']",Penggunaan Produk,positive
